Order,Product,Quantity,Length,Width,Height,Weight
10766,29322,3,331,252,281,12.589
10766,80441,1,311,230,265,12.413
10766,36148,1,300,160,216,8.831
97607,89391,10,300,160,210,8.477
97607,69750,1,130,194,290,6.144
97607,22798,5,130,194,290,6.108
97607,36798,10,225,225,180,5.19
97607,49050,1,300,160,210,9.059
97607,18967,3,160,160,111,1.781
97607,23406,1,378,191,115,7.266
97607,84132,1,300,160,216,8.811
97607,26650,3,225,225,180,5.19
97607,68305,2,405,271,164,13.646
97607,10772,6,225,225,180,5.19
97607,43746,10,300,160,216,8.757
97607,84243,1,300,158,220,9.255
37047,87191,5,193,378,318,9.5
37047,27470,6,196,196,103,2.364
37047,28862,1,300,160,216,8.953
37047,26650,36,225,225,180,5.19
37047,47049,11,293,293,192,10.383
37047,75023,3,244,164,274,5.811
37047,40304,19,385,110,35,10.473
37047,55032,2,397,397,207,7.067
37047,68305,2,405,271,164,13.646
37047,30471,27,266,130,143,2.338
37047,10772,2,225,225,180,5.19
37047,95850,2,295,260,170,10.471
37047,74258,21,244,164,274,6.06
37047,25209,4,244,164,274,5.811
37047,44647,3,300,160,216,8.741
37047,34299,6,130,194,290,6.026
37047,91738,1,75,74,210,360.726
37047,25895,8,300,160,216,10.142
37047,68231,2,385,160,215,10.727
37047,89429,2,211,230,264,12.25
37047,68475,1,196,196,103,2.464
37047,76723,17,331,252,281,12.638
37047,52454,18,225,225,180,5.19
37047,44664,6,225,225,180,5.19
37047,49668,4,270,270,300,10.584
37047,69734,3,266,199,220,7.9
37047,77109,4,266,130,143,2.42
37047,35802,4,266,130,143,2.338
37047,89149,1,211,230,264,12.569
52646,29322,6,331,252,281,12.589
52646,68912,1,290,240,152,10.011
52646,56746,6,331,252,281,12.589
52646,20647,1,331,252,281,12.637
52646,74349,6,331,252,281,12.601
52646,25016,1,364,195,216,12.935
56076,79723,12,378,198,89,6.435
56076,50430,12,378,198,89,6.423
56076,12664,12,364,195,216,12.899
56076,47930,1,381,136,109,5.439
56076,72128,18,381,136,109,5.686
56076,13429,48,378,198,89,6.423
56076,74258,21,244,164,274,6.06
56076,40304,1,385,110,35,10.473
56076,20366,1,378,198,89,6.418
56076,47782,2,300,160,210,9.129
56076,59155,2,160,160,111,1.781
56076,17542,1,225,225,180,5.186
56076,85467,3,160,160,111,1.781
22742,62174,20,300,160,216,8.664
22742,68475,6,196,196,103,2.464
22742,27470,6,196,196,103,2.364
22742,35794,1,378,198,89,6.394
22742,24883,40,300,160,216,10.3
22742,39563,25,149,239,137,3.25
22742,12664,1,364,195,216,12.899
22742,70227,15,211,230,264,12.218
22742,80416,20,300,160,216,10.042
22742,92248,11,293,293,192,10.383
22742,63719,3,300,160,216,8.928
22742,72128,18,381,136,109,5.686
22742,27535,20,300,160,216,8.764
22742,37019,7,331,252,281,12.601
22742,80886,20,300,160,216,8.509
22742,58234,1,149,239,137,3.25
22742,57007,21,244,164,274,6.06
22742,83254,10,331,252,281,12.643
22742,30665,6,378,198,89,6.423
22742,94364,12,295,260,170,10.471
22742,73067,20,300,160,216,10.439
22742,33889,12,378,191,115,7.266
22742,30471,27,266,130,143,2.338
22742,88941,8,300,160,216,10.601
22742,57448,18,225,225,180,5.199
22742,55032,3,397,397,207,7.067
22742,23395,18,225,225,180,5.69
22742,18967,33,160,160,111,1.781
22742,37644,20,300,160,216,9.924
22742,47843,16,291,196,139,6.162
22742,43746,20,300,160,216,8.757
22742,15655,1,211,230,264,12.07
22742,44665,3,378,198,89,6.471
22742,44647,40,300,160,216,8.741
22742,73852,11,293,293,192,10.383
91927,25895,10,300,160,216,10.142
91927,44664,4,225,225,180,5.19
91927,37019,8,331,252,281,12.601
91927,53803,36,225,225,180,5.186
91927,97248,36,225,225,180,5.19
91927,73852,2,293,293,192,10.383
91927,88772,45,225,225,180,5.19
91927,95520,6,130,194,290,6.226
91927,27535,20,300,160,216,8.764
91927,57007,3,244,164,274,6.06
91927,16118,1,300,160,216,8.939
91927,27470,10,196,196,103,2.364
91927,80886,20,300,160,216,8.509
91927,23395,36,225,225,180,5.69
91927,68231,2,385,160,215,10.727
91927,56431,12,378,191,115,7.186
91927,90431,1,244,164,274,5.811
91927,95850,2,295,260,170,10.471
91927,68475,2,196,196,103,2.464
91927,17542,6,225,225,180,5.186
91927,46064,35,156,156,175,3.274
91927,22798,12,130,194,290,6.108
91927,52454,1,225,225,180,5.19
91927,95137,10,149,239,137,3.25
91927,68305,8,405,271,164,13.646
69132,55762,16,291,196,139,6.312
69132,25366,20,300,160,216,9.135
69132,66597,20,300,160,216,10.146
11764,74258,2,244,164,274,6.06
11764,63150,3,293,293,192,10.383
11764,88772,9,225,225,180,5.19
11764,89391,10,300,160,210,8.477
11764,53803,18,225,225,180,5.186
11764,66597,8,300,160,216,10.146
11764,68231,1,385,160,215,10.727
11764,72217,22,293,293,192,10.383
11764,82378,3,130,194,290,6.053
11764,52454,8,225,225,180,5.19
11764,94251,2,291,196,139,6.312
11764,71507,7,211,230,264,12.126
11764,22798,3,130,194,290,6.108
11764,30470,10,300,160,210,9.081
11764,17542,5,225,225,180,5.186
11764,70696,2,387,227,151,10.382
11764,68475,1,196,196,103,2.464
11764,69750,20,130,194,290,6.144
11764,58540,3,211,230,264,12.234
11764,19741,1,244,164,274,5.811
11764,84243,20,300,158,220,9.255
11764,53900,6,130,194,290,6.278
11764,37716,1,263,221,253,9.415
11764,28862,5,300,160,216,8.953
11764,26650,18,225,225,180,5.19
11764,43061,9,390,256,210,5.5
11764,97248,5,225,225,180,5.19
11764,23406,3,378,191,115,7.266
11764,75023,2,244,164,274,5.811
11764,43746,10,300,160,216,8.757
11764,68305,7,405,271,164,13.646
11764,15655,4,211,230,264,12.07
11764,57007,21,244,164,274,6.06
11764,62538,1,244,164,274,5.811
11764,18967,5,160,160,111,1.781
11764,89149,2,211,230,264,12.569
11764,95850,4,295,260,170,10.471
11764,47049,30,293,293,192,10.383
11764,27535,5,300,160,216,8.764
11764,77109,6,266,130,143,2.42
11764,27470,10,196,196,103,2.364
11764,46064,3,156,156,175,3.274
11764,47077,4,225,225,180,5.19
11764,70227,1,211,230,264,12.218
11764,85417,15,293,293,192,10.383
11764,35003,1,266,130,143,2.576
11764,75315,11,293,293,192,10.383
59449,35794,24,378,198,89,6.394
50125,80886,20,300,160,216,8.509
50125,44665,1,378,198,89,6.471
50125,38661,2,295,227,170,5.38
50125,34977,36,225,225,180,5.19
50125,46064,20,156,156,175,3.274
50125,53803,6,225,225,180,5.186
50125,24883,40,300,160,216,10.3
50125,40441,2,300,160,216,8.757
50125,63719,40,300,160,216,8.928
50125,36015,20,300,160,216,9.197
50125,70227,15,211,230,264,12.218
50125,84243,20,300,158,220,9.255
50125,89391,20,300,160,210,8.477
50125,96753,20,300,160,216,8.784
50125,38243,6,300,160,216,9.861
50125,47782,5,300,160,210,9.129
50125,28862,20,300,160,216,8.953
50125,99937,6,290,160,215,8.628
50125,53900,6,130,194,290,6.278
50125,95850,12,295,260,170,10.471
50125,16118,40,300,160,216,8.939
50125,30294,1,378,198,89,6.433
50125,75315,11,293,293,192,10.383
50125,13229,10,149,239,137,3.25
50125,46646,40,300,160,216,10.253
50125,70696,20,387,227,151,10.382
50125,68305,1,405,271,164,13.646
50125,25366,60,300,160,216,9.135
50125,18967,33,160,160,111,1.781
50125,56431,24,378,191,115,7.186
50125,22798,11,130,194,290,6.108
50125,68912,5,290,240,152,10.011
50125,47077,36,225,225,180,5.19
50125,30471,27,266,130,143,2.338
50125,63098,4,260,295,170,10.473
50125,66597,20,300,160,216,10.146
50125,58540,15,211,230,264,12.234
50125,94364,24,295,260,170,10.471
50125,54381,2,244,164,274,6.111
50125,72787,12,378,198,89,6.412
50125,89149,1,211,230,264,12.569
50125,59632,54,266,130,143,2.424
50125,91314,10,335,250,264,14.865
50125,89810,12,378,191,115,7.106
50125,35794,12,378,198,89,6.394
50125,47843,48,291,196,139,6.162
50125,94251,6,291,196,139,6.312
50125,43746,20,300,160,216,8.757
50125,87811,1,335,250,264,14.881
50125,36798,18,225,225,180,5.19
50125,80416,40,300,160,216,10.042
50125,72412,4,300,205,125,3.545
50125,68231,13,385,160,215,10.727
50125,33889,12,378,191,115,7.266
50125,18963,20,300,160,216,8.741
50125,95520,12,130,194,290,6.226
50125,25790,135,266,130,143,2.624
50125,17542,36,225,225,180,5.186
50125,58648,4,300,160,216,10.229
50125,25945,20,387,227,151,10.382
50125,34894,12,378,191,115,7.506
50125,23395,10,225,225,180,5.69
50125,55831,20,300,160,212,10.144
50125,47930,1,381,136,109,5.439
50125,35802,1,266,130,143,2.338
50125,64393,3,263,221,253,8.815
50125,23406,2,378,191,115,7.266
50125,55762,16,291,196,139,6.312
50125,25016,12,364,195,216,12.935
50125,75023,6,244,164,274,5.811
50125,98774,1,155,125,150,1.957
50125,27470,4,196,196,103,2.364
50125,30470,20,300,160,210,9.081
50125,62174,20,300,160,216,8.664
50125,72128,3,381,136,109,5.686
50125,25209,21,244,164,274,5.811
50125,27762,8,291,196,139,6.312
11988,40304,12,385,110,35,10.473
11988,21944,1,293,293,192,10.383
11988,85467,2,160,160,111,1.781
11988,47077,8,225,225,180,5.19
11988,70227,5,211,230,264,12.218
11988,15655,4,211,230,264,12.07
11988,71507,5,211,230,264,12.126
11988,33944,20,300,160,210,9.289
11988,25895,5,300,160,216,10.142
11988,27535,11,300,160,216,8.764
11988,69734,2,266,199,220,7.9
11988,58540,4,211,230,264,12.234
11988,89429,10,211,230,264,12.25
11988,91738,1,75,74,210,360.726
11988,43061,4,390,256,210,5.5
11988,58234,25,149,239,137,3.25
11988,24475,6,364,195,216,13.091
97517,88772,6,225,225,180,5.19
97517,57942,40,225,225,199,5.219
97517,62538,12,244,164,274,5.811
97517,55032,10,397,397,207,7.067
97517,68231,3,385,160,215,10.727
97517,86799,48,266,266,266,10.369
97517,48534,4,225,225,180,5.19
97517,23406,5,378,191,115,7.266
97517,18967,16,160,160,111,1.781
97517,43061,18,390,256,210,5.5
97517,76314,4,297,197,125,4.38
97517,70696,4,387,227,151,10.382
97517,52454,18,225,225,180,5.19
97517,85467,10,160,160,111,1.781
97517,19741,2,244,164,274,5.811
11436,57007,21,244,164,274,6.06
11436,62174,20,300,160,216,8.664
11436,74258,21,244,164,274,6.06
11436,39568,20,300,160,216,10.453
11436,80886,20,300,160,216,8.509
11436,25366,20,300,160,216,9.135
11436,69734,36,266,199,220,7.9
11436,21944,22,293,293,192,10.383
11436,94251,2,291,196,139,6.312
11436,72622,20,300,160,216,10.49
11436,25016,12,364,195,216,12.935
11436,99937,1,290,160,215,8.628
11436,85467,33,160,160,111,1.781
11436,97248,52,225,225,180,5.19
11436,63098,12,260,295,170,10.473
11436,88100,1,381,136,109,5.425
11436,18963,20,300,160,216,8.741
11436,13229,25,149,239,137,3.25
11436,59944,24,295,260,170,10.471
11436,53803,18,225,225,180,5.186
11436,47843,16,291,196,139,6.162
11436,37644,20,300,160,216,9.924
11436,39563,9,149,239,137,3.25
11436,25209,21,244,164,274,5.811
11436,73067,20,300,160,216,10.439
11436,30471,27,266,130,143,2.338
11436,34977,36,225,225,180,5.19
11436,37716,15,263,221,253,9.415
11436,58234,10,149,239,137,3.25
11436,68305,8,405,271,164,13.646
11436,85417,3,293,293,192,10.383
11436,86035,20,387,227,151,10.382
11436,24475,12,364,195,216,13.091
11436,74513,25,149,239,137,3.25
11436,79218,1,266,199,220,7.927
11436,20366,1,378,198,89,6.418
11436,48534,18,225,225,180,5.19
11436,27535,20,300,160,216,8.764
11436,59155,76,160,160,111,1.781
11436,47077,18,225,225,180,5.19
11436,79723,1,378,198,89,6.435
11436,70696,9,387,227,151,10.382
11436,12664,2,364,195,216,12.899
11436,68231,13,385,160,215,10.727
11436,88941,20,300,160,216,10.601
11436,89149,5,211,230,264,12.569
11436,27470,10,196,196,103,2.364
11436,23395,36,225,225,180,5.69
11436,73626,1,331,252,281,12.582
11436,34894,3,378,191,115,7.506
11436,97859,20,300,160,216,10.025
11436,35802,27,266,130,143,2.338
11436,58540,6,211,230,264,12.234
11436,33889,12,378,191,115,7.266
11436,95850,12,295,260,170,10.471
11436,34299,16,130,194,290,6.026
11436,46064,1,156,156,175,3.274
11436,44647,20,300,160,216,8.741
11436,94364,12,295,260,170,10.471
11436,27762,32,291,196,139,6.312
11436,89810,24,378,191,115,7.106
11436,66597,2,300,160,216,10.146
11436,55762,16,291,196,139,6.312
11436,40304,12,385,110,35,10.473
11436,95137,10,149,239,137,3.25
52425,10772,18,225,225,180,5.19
52425,77109,27,266,130,143,2.42
11067,58540,3,211,230,264,12.234
11067,89391,2,300,160,210,8.477
11067,47049,6,293,293,192,10.383
11067,18967,5,160,160,111,1.781
11067,70227,6,211,230,264,12.218
11067,26650,18,225,225,180,5.19
11067,71507,6,211,230,264,12.126
11067,99221,3,225,225,180,5.19
11067,63098,1,260,295,170,10.473
11067,53803,18,225,225,180,5.186
11067,77109,6,266,130,143,2.42
11067,74513,4,149,239,137,3.25
11067,39568,5,300,160,216,10.453
11067,75367,11,293,293,192,10.383
11067,25790,5,266,130,143,2.624
11067,68305,12,405,271,164,13.646
11067,17542,18,225,225,180,5.186
11067,74258,1,244,164,274,6.06
11067,27470,10,196,196,103,2.364
11067,68231,3,385,160,215,10.727
11067,30470,9,300,160,210,9.081
11067,52454,5,225,225,180,5.19
11067,28862,2,300,160,216,8.953
11067,82378,9,130,194,290,6.053
11067,86799,48,266,266,266,10.369
11067,35802,2,266,130,143,2.338
11067,94251,2,291,196,139,6.312
11067,53900,10,130,194,290,6.278
11067,55831,3,300,160,212,10.144
11067,95850,4,295,260,170,10.471
11067,10772,18,225,225,180,5.19
11067,24883,1,300,160,216,10.3
11067,57007,4,244,164,274,6.06
11067,47077,3,225,225,180,5.19
11067,35003,1,266,130,143,2.576
11067,89810,12,378,191,115,7.106
11067,72412,1,300,205,125,3.545
11067,27535,2,300,160,216,8.764
11067,75315,5,293,293,192,10.383
11067,40304,4,385,110,35,10.473
11067,87191,1,193,378,318,9.5
11067,43061,2,390,256,210,5.5
11067,43746,6,300,160,216,8.757
11067,23395,1,225,225,180,5.69
11067,89429,3,211,230,264,12.25
11067,97248,3,225,225,180,5.19
11067,75023,3,244,164,274,5.811
11067,48534,18,225,225,180,5.19
11067,34299,5,130,194,290,6.026
11067,37716,1,263,221,253,9.415
11067,75024,2,244,164,274,5.811
11067,63719,2,300,160,216,8.928
11067,19741,1,244,164,274,5.811
11067,33944,5,300,160,210,9.289
97575,79723,60,378,198,89,6.435
97575,63098,2,260,295,170,10.473
97575,74258,21,244,164,274,6.06
97575,72128,18,381,136,109,5.686
97575,20366,1,378,198,89,6.418
97575,25016,1,364,195,216,12.935
97575,95240,4,331,252,281,12.624
97575,40304,2,385,110,35,10.473
97575,11586,1,300,160,210,9.113
97575,12664,12,364,195,216,12.899
97575,50430,12,378,198,89,6.423
97575,30665,1,378,198,89,6.423
97575,35794,1,378,198,89,6.394
20886,86035,9,387,227,151,10.382
20886,94364,12,295,260,170,10.471
20886,48534,2,225,225,180,5.19
20886,62538,2,244,164,274,5.811
20886,39563,18,149,239,137,3.25
20886,30471,4,266,130,143,2.338
20886,25790,3,266,130,143,2.624
20886,68475,4,196,196,103,2.464
20886,53900,36,130,194,290,6.278
20886,70227,6,211,230,264,12.218
20886,89149,1,211,230,264,12.569
20886,17542,36,225,225,180,5.186
20886,34299,10,130,194,290,6.026
20886,72628,2,130,194,290,6.113
20886,69750,10,130,194,290,6.144
31803,56431,12,378,191,115,7.186
31803,43746,24,300,160,216,8.757
31803,69734,5,266,199,220,7.9
31803,68305,8,405,271,164,13.646
31803,72787,6,378,198,89,6.412
31803,55831,40,300,160,212,10.144
31803,25347,1,335,250,264,14.812
31803,66597,20,300,160,216,10.146
31803,80886,1,300,160,216,8.509
31803,87811,5,335,250,264,14.881
31803,33944,5,300,160,210,9.289
31803,30470,10,300,160,210,9.081
31803,84132,12,300,160,216,8.811
31803,91314,10,335,250,264,14.865
31803,18967,3,160,160,111,1.781
31803,62189,4,378,198,89,6.42
31803,99221,2,225,225,180,5.19
31803,34299,3,130,194,290,6.026
31803,54381,84,244,164,274,6.111
31803,89429,4,211,230,264,12.25
31803,23406,3,378,191,115,7.266
71695,10122,36,381,136,109,5.398
71695,80441,1,311,230,265,12.413
71695,59155,2,160,160,111,1.781
71695,30665,60,378,198,89,6.423
71695,30294,24,378,198,89,6.433
71695,43746,1,300,160,216,8.757
98420,28862,20,300,160,216,8.953
98420,62189,1,378,198,89,6.42
98420,17542,18,225,225,180,5.186
98420,38243,60,300,160,216,9.861
98420,25895,20,300,160,216,10.142
98420,37716,8,263,221,253,9.415
98420,73067,20,300,160,216,10.439
98420,68475,1,196,196,103,2.464
98420,25209,42,244,164,274,5.811
98420,15655,15,211,230,264,12.07
98420,77414,36,225,225,180,5.19
98420,27535,20,300,160,216,8.764
98420,30294,1,378,198,89,6.433
98420,23406,12,378,191,115,7.266
98420,39563,25,149,239,137,3.25
98420,36798,3,225,225,180,5.19
98420,30470,20,300,160,210,9.081
98420,53803,6,225,225,180,5.186
98420,56431,6,378,191,115,7.186
98420,91314,10,335,250,264,14.865
98420,35802,81,266,130,143,2.338
98420,35794,1,378,198,89,6.394
98420,47837,10,149,239,137,3.25
98420,25347,10,335,250,264,14.812
98420,79723,1,378,198,89,6.435
98420,40304,12,385,110,35,10.473
98420,57317,2,335,250,264,14.614
98420,44647,6,300,160,216,8.741
98420,25366,20,300,160,216,9.135
98420,72622,20,300,160,216,10.49
98420,62174,20,300,160,216,8.664
98420,80416,20,300,160,216,10.042
98420,39568,20,300,160,216,10.453
98420,95520,12,130,194,290,6.226
98420,94251,6,291,196,139,6.312
98420,20366,1,378,198,89,6.418
98420,27470,10,196,196,103,2.364
98420,74513,25,149,239,137,3.25
98420,72128,18,381,136,109,5.686
98420,43746,40,300,160,216,8.757
98420,74258,1,244,164,274,6.06
98420,85467,33,160,160,111,1.781
98420,68231,13,385,160,215,10.727
98420,57007,21,244,164,274,6.06
98420,75023,21,244,164,274,5.811
98420,23079,20,300,160,216,8.876
98420,85667,20,300,160,216,10.238
98420,94364,12,295,260,170,10.471
98420,47843,48,291,196,139,6.162
98420,47077,36,225,225,180,5.19
98420,25790,54,266,130,143,2.624
98420,13229,25,149,239,137,3.25
98420,24475,12,364,195,216,13.091
98420,73852,11,293,293,192,10.383
98420,86799,2,266,266,266,10.369
98420,97859,10,300,160,216,10.025
98420,25945,20,387,227,151,10.382
98420,46392,2,331,252,281,12.611
98420,95850,12,295,260,170,10.471
98420,12664,1,364,195,216,12.899
98420,72412,4,300,205,125,3.545
98420,89810,12,378,191,115,7.106
98420,76440,1,224,224,192,5.199
98420,59155,10,160,160,111,1.781
98420,55762,6,291,196,139,6.312
98420,61866,20,300,158,220,8.838
98420,68305,16,405,271,164,13.646
98420,75367,11,293,293,192,10.383
98420,93537,10,266,199,220,7.795
98420,58540,15,211,230,264,12.234
98420,88772,4,225,225,180,5.19
81395,22798,36,130,194,290,6.108
81395,18963,20,300,160,216,8.741
81395,98940,21,244,164,274,5.811
81395,64393,15,263,221,253,8.815
81395,89810,36,378,191,115,7.106
81395,47843,48,291,196,139,6.162
81395,77414,36,225,225,180,5.19
81395,58540,15,211,230,264,12.234
81395,68475,24,196,196,103,2.464
81395,95520,36,130,194,290,6.226
81395,63098,12,260,295,170,10.473
81395,99769,20,300,160,216,8.569
81395,39568,40,300,160,216,10.453
81395,23395,3,225,225,180,5.69
81395,72217,5,293,293,192,10.383
81395,35003,81,266,130,143,2.576
81395,84243,20,300,158,220,9.255
81395,95850,12,295,260,170,10.471
81395,97248,18,225,225,180,5.19
81395,68305,24,405,271,164,13.646
81395,46392,2,331,252,281,12.611
81395,19741,83,244,164,274,5.811
81395,70696,30,387,227,151,10.382
81395,72128,4,381,136,109,5.686
81395,24883,40,300,160,216,10.3
81395,13229,25,149,239,137,3.25
81395,36798,36,225,225,180,5.19
81395,88100,1,381,136,109,5.425
81395,97859,6,300,160,216,10.025
81395,28862,10,300,160,216,8.953
81395,36015,40,300,160,216,9.197
81395,37644,40,300,160,216,9.924
81395,44665,1,378,198,89,6.471
81395,68231,13,385,160,215,10.727
81395,26650,24,225,225,180,5.19
81395,25945,20,387,227,151,10.382
81395,63150,22,293,293,192,10.383
81395,58648,20,300,160,216,10.229
81395,72412,2,300,205,125,3.545
81395,40304,12,385,110,35,10.473
81395,72628,12,130,194,290,6.113
81395,25347,10,335,250,264,14.812
81395,72787,4,378,198,89,6.412
81395,62174,1,300,160,216,8.664
81395,72622,20,300,160,216,10.49
81395,69750,2,130,194,290,6.144
81395,73067,20,300,160,216,10.439
81395,30470,40,300,160,210,9.081
81395,39563,10,149,239,137,3.25
81395,75023,6,244,164,274,5.811
81395,77109,54,266,130,143,2.42
81395,88772,6,225,225,180,5.19
81395,30267,4,300,205,125,3.545
81395,57007,21,244,164,274,6.06
81395,89149,15,211,230,264,12.569
81395,30665,4,378,198,89,6.423
81395,34299,1,130,194,290,6.026
81395,35802,12,266,130,143,2.338
81395,82378,6,130,194,290,6.053
81395,83254,1,331,252,281,12.643
81395,25366,20,300,160,216,9.135
81395,88941,8,300,160,216,10.601
81395,56431,12,378,191,115,7.186
81395,86035,10,387,227,151,10.382
81395,75315,22,293,293,192,10.383
81395,86799,4,266,266,266,10.369
81395,34894,12,378,191,115,7.506
81395,31255,2,211,230,264,11.757
81395,44647,20,300,160,216,8.741
81395,38243,20,300,160,216,9.861
81395,47782,10,300,160,210,9.129
81395,55032,12,397,397,207,7.067
81395,59632,54,266,130,143,2.424
81395,74258,4,244,164,274,6.06
81395,75367,22,293,293,192,10.383
62916,90431,4,244,164,274,5.811
62916,88941,10,300,160,216,10.601
62916,68305,6,405,271,164,13.646
62916,75367,6,293,293,192,10.383
62916,53900,36,130,194,290,6.278
62916,47049,6,293,293,192,10.383
62916,75023,2,244,164,274,5.811
62916,55032,18,397,397,207,7.067
62916,69734,2,266,199,220,7.9
62916,18967,38,160,160,111,1.781
62916,43061,9,390,256,210,5.5
62916,48534,10,225,225,180,5.19
62916,52454,3,225,225,180,5.19
62916,54381,4,244,164,274,6.111
62916,87191,4,193,378,318,9.5
62916,75024,4,244,164,274,5.811
62916,73067,40,300,160,216,10.439
62916,58540,2,211,230,264,12.234
62916,25209,3,244,164,274,5.811
62916,71507,10,211,230,264,12.126
62916,73852,2,293,293,192,10.383
62916,70227,6,211,230,264,12.218
62916,27535,10,300,160,216,8.764
62916,72217,22,293,293,192,10.383
62916,26650,20,225,225,180,5.19
62916,72622,4,300,160,216,10.49
62916,77109,27,266,130,143,2.42
62916,75315,5,293,293,192,10.383
62916,66597,3,300,160,216,10.146
62916,30267,2,300,205,125,3.545
72216,57942,25,225,225,199,5.219
72216,55032,5,397,397,207,7.067
72216,25209,42,244,164,274,5.811
72216,87555,21,244,164,274,5.811
72216,83305,2,211,230,264,12.146
72216,75024,4,244,164,274,5.811
72216,75023,21,244,164,274,5.811
72216,40441,1,300,160,216,8.757
72216,74513,1,149,239,137,3.25
72216,98940,2,244,164,274,5.811
72216,25016,1,364,195,216,12.935
72216,70227,5,211,230,264,12.218
72216,19741,42,244,164,274,5.811
72216,13468,5,244,164,274,6.111
72216,56796,21,244,164,274,5.811
72216,64393,4,263,221,253,8.815
72216,75315,4,293,293,192,10.383
41348,24883,40,300,160,216,10.3
41348,27762,8,291,196,139,6.312
41348,68305,16,405,271,164,13.646
41348,30470,40,300,160,210,9.081
41348,88100,1,381,136,109,5.425
41348,25016,12,364,195,216,12.935
41348,10122,1,381,136,109,5.398
41348,62174,60,300,160,216,8.664
41348,27535,20,300,160,216,8.764
41348,35802,135,266,130,143,2.338
41348,47077,36,225,225,180,5.19
41348,43746,40,300,160,216,8.757
41348,72412,12,300,205,125,3.545
41348,68475,6,196,196,103,2.464
41348,35003,75,266,130,143,2.576
41348,37644,20,300,160,216,9.924
41348,55762,16,291,196,139,6.312
41348,85417,6,293,293,192,10.383
41348,69734,36,266,199,220,7.9
41348,25366,20,300,160,216,9.135
41348,36015,2,300,160,216,9.197
41348,18963,1,300,160,216,8.741
41348,98940,6,244,164,274,5.811
41348,55032,1,397,397,207,7.067
41348,79723,24,378,198,89,6.435
41348,22798,36,130,194,290,6.108
41348,89810,24,378,191,115,7.106
41348,72622,20,300,160,216,10.49
41348,40441,40,300,160,216,8.757
41348,61866,20,300,158,220,8.838
41348,70227,5,211,230,264,12.218
41348,44665,1,378,198,89,6.471
41348,57007,12,244,164,274,6.06
41348,58648,1,300,160,216,10.229
41348,75367,22,293,293,192,10.383
41348,23406,36,378,191,115,7.266
41348,23079,20,300,160,216,8.876
41348,38243,60,300,160,216,9.861
41348,89429,15,211,230,264,12.25
41348,40304,12,385,110,35,10.473
41348,25347,10,335,250,264,14.812
41348,91314,10,335,250,264,14.865
41348,99937,4,290,160,215,8.628
41348,16118,20,300,160,216,8.939
41348,48534,18,225,225,180,5.19
41348,85467,10,160,160,111,1.781
41348,73067,20,300,160,216,10.439
41348,59944,24,295,260,170,10.471
41348,15655,15,211,230,264,12.07
41348,85667,40,300,160,216,10.238
41348,84243,20,300,158,220,9.255
41348,63098,12,260,295,170,10.473
41348,19741,4,244,164,274,5.811
41348,25790,81,266,130,143,2.624
41348,35794,1,378,198,89,6.394
41348,59632,81,266,130,143,2.424
41348,56431,12,378,191,115,7.186
41348,68912,13,290,240,152,10.011
41348,72128,3,381,136,109,5.686
41348,12664,1,364,195,216,12.899
41348,97248,18,225,225,180,5.19
41348,30471,27,266,130,143,2.338
41348,34299,10,130,194,290,6.026
41348,46392,3,331,252,281,12.611
41348,55831,20,300,160,212,10.144
41348,87811,1,335,250,264,14.881
41348,88941,10,300,160,216,10.601
41348,33889,12,378,191,115,7.266
41348,75023,21,244,164,274,5.811
41348,63719,20,300,160,216,8.928
41348,75024,3,244,164,274,5.811
41348,57942,20,225,225,199,5.219
41348,33944,20,300,160,210,9.289
41348,84132,40,300,160,216,8.811
41348,71507,3,211,230,264,12.126
41348,96753,20,300,160,216,8.784
41348,10772,36,225,225,180,5.19
41348,13229,25,149,239,137,3.25
41348,47843,16,291,196,139,6.162
41348,43061,27,390,256,210,5.5
41348,68231,13,385,160,215,10.727
41348,34894,12,378,191,115,7.506
41348,94364,24,295,260,170,10.471
41348,57317,3,335,250,264,14.614
41348,28862,60,300,160,216,8.953
41348,18967,66,160,160,111,1.781
41348,47930,1,381,136,109,5.439
41348,95137,10,149,239,137,3.25
41348,95520,12,130,194,290,6.226
41348,34977,36,225,225,180,5.19
41348,99769,20,300,160,216,8.569
41348,30294,2,378,198,89,6.433
39540,40441,40,300,160,216,8.757
39540,27535,40,300,160,216,8.764
39540,86035,18,387,227,151,10.382
39540,88100,4,381,136,109,5.425
39540,24475,12,364,195,216,13.091
39540,62538,1,244,164,274,5.811
39540,47077,36,225,225,180,5.19
39540,94364,12,295,260,170,10.471
39540,59632,27,266,130,143,2.424
39540,37716,9,263,221,253,9.415
39540,89810,36,378,191,115,7.106
39540,46064,20,156,156,175,3.274
39540,64393,1,263,221,253,8.815
39540,88772,6,225,225,180,5.19
39540,68475,2,196,196,103,2.464
39540,68231,1,385,160,215,10.727
39540,85417,1,293,293,192,10.383
39540,23079,20,300,160,216,8.876
39540,44664,18,225,225,180,5.19
39540,70227,15,211,230,264,12.218
39540,62174,20,300,160,216,8.664
39540,75024,1,244,164,274,5.811
39540,82378,36,130,194,290,6.053
39540,25366,40,300,160,216,9.135
39540,57007,21,244,164,274,6.06
39540,63150,22,293,293,192,10.383
39540,26650,11,225,225,180,5.19
39540,47837,10,149,239,137,3.25
39540,93537,6,266,199,220,7.795
39540,70696,4,387,227,151,10.382
39540,25945,4,387,227,151,10.382
